customer_id,client_id,client_type,industry,integration_type,portfolio_type,debt_balance,balance_band,debt_age_days,debt_age_band,customer_age_band,region,vulnerability_flag,preferred_contact_channel,account_status,payment_made_flag,one_off_payment_flag,amount_collected,repayment_plan_created_flag,first_instalment_paid_flag,broken_plan_flag,affordability_completed_flag,max_missed_payment_count,customer_recovery_rate
DCUST009002,DSC006,Debt Collection Agency,Collections,Batch Upload,Early Arrears,62.9,Low,55,31-90,25-34,Yorkshire,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009003,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,517.17,Medium,125,91-180,45-54,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009004,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,216.0,Low,236,181-365,35-44,Wales,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009005,DSC001,Utility Provider,Utilities,API,Legal Collections,6699.67,Very High,128,91-180,45-54,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009006,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,1289.17,High,329,181-365,25-34,South East,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009007,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,155.53,Low,222,181-365,45-54,North West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009008,DSC001,Utility Provider,Utilities,API,Early Arrears,853.04,Medium,33,31-90,35-44,South West,0,Email,Plan Active,1,0,265.52000000000004,1,1,0,0,0,0.3113
DCUST009009,DSC001,Utility Provider,Utilities,API,Recoveries,2972.79,High,267,181-365,25-34,South East,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009010,DSC008,Telecoms,Telecoms,API,Late Arrears,191.04,Low,247,181-365,35-44,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009011,DSC001,Utility Provider,Utilities,API,Early Arrears,453.23,Medium,29,0-30,55+,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009012,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,648.07,Medium,75,31-90,55+,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009013,DSC003,Consumer Lender,Financial Services,API,Late Arrears,190.4,Low,148,91-180,18-24,Yorkshire,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009014,DSC001,Utility Provider,Utilities,API,Recoveries,178.97,Low,194,181-365,25-34,East Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009015,DSC001,Utility Provider,Utilities,API,Recoveries,7605.89,Very High,98,91-180,45-54,Wales,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009016,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,534.49,Medium,780,365+,35-44,West Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009017,DSC003,Consumer Lender,Financial Services,API,Early Arrears,1556.74,High,62,31-90,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009018,DSC001,Utility Provider,Utilities,API,Early Arrears,993.39,Medium,0,0-30,25-34,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009019,DSC001,Utility Provider,Utilities,API,Recoveries,618.83,Medium,151,91-180,45-54,Yorkshire,0,SMS,Paid,1,1,408.47,0,0,0,0,0,0.6601
DCUST009020,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,306.85,Medium,94,91-180,35-44,Scotland,0,SMS,Paid,1,0,64.72,1,1,0,0,0,0.2109
DCUST009021,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,181.45,Low,11,0-30,35-44,West Midlands,0,Email,Broken Plan,1,0,127.46,1,1,1,0,1,0.7025
DCUST009022,DSC004,Consumer Lender,Financial Services,API,Recoveries,240.76,Low,127,91-180,35-44,London,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009023,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,870.63,Medium,108,91-180,18-24,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009024,DSC001,Utility Provider,Utilities,API,Late Arrears,2526.66,High,138,91-180,35-44,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009025,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,724.21,Medium,34,31-90,45-54,East Midlands,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009026,DSC008,Telecoms,Telecoms,API,Late Arrears,75.43,Low,128,91-180,35-44,North East,0,,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009027,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,422.81,Medium,63,31-90,45-54,London,0,Email,Plan Active,1,0,268.61,1,1,0,0,0,0.6353
DCUST009028,DSC001,Utility Provider,Utilities,API,Late Arrears,125.69,Low,175,91-180,45-54,South West,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009029,DSC002,Utility Provider,Utilities,Hybrid,Legal Collections,210.29,Low,444,365+,35-44,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009030,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,510.67,Medium,352,181-365,45-54,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009031,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,1820.68,High,357,181-365,55+,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009032,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,811.3,Medium,80,31-90,35-44,London,1,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009033,DSC007,Debt Purchaser,Collections,Batch Upload,Early Arrears,362.03,Medium,0,0-30,35-44,London,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009034,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,180.97,Low,177,91-180,35-44,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009035,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,602.07,Medium,490,365+,25-34,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009036,DSC001,Utility Provider,Utilities,API,Early Arrears,168.76,Low,143,91-180,25-34,London,0,SMS,Paid,1,1,128.44,0,0,0,0,0,0.7611
DCUST009037,DSC003,Consumer Lender,Financial Services,API,Recoveries,597.06,Medium,148,91-180,25-34,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009038,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,667.57,Medium,370,365+,18-24,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009039,DSC001,Utility Provider,Utilities,API,Late Arrears,710.09,Medium,360,181-365,Unknown,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009040,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,91.57,Low,114,91-180,25-34,Wales,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009041,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,845.03,Medium,630,365+,35-44,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009042,DSC001,Utility Provider,Utilities,API,Recoveries,347.6,Medium,185,181-365,35-44,London,0,SMS,Broken Plan,1,0,159.57,1,1,1,0,3,0.4591
DCUST009043,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,2766.06,High,66,31-90,,London,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009044,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,870.72,Medium,94,91-180,18-24,South East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009045,DSC009,Legal Collections,Legal,Batch Upload,Recoveries,201.28,Low,115,91-180,35-44,Yorkshire,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009046,DSC010,Consumer Lender,Financial Services,Hybrid,Purchased Debt,5361.16,Very High,264,181-365,35-44,North West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009047,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,422.16,Medium,164,91-180,45-54,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009048,DSC006,Debt Collection Agency,Collections,Batch Upload,Early Arrears,57.03,Low,21,0-30,35-44,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009049,DSC001,Utility Provider,Utilities,API,Early Arrears,223.11,Low,140,91-180,25-34,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009050,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,296.72,Medium,88,31-90,55+,London,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009051,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,317.05,Medium,168,91-180,35-44,London,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009052,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,636.76,Medium,150,91-180,18-24,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009053,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,872.32,Medium,55,31-90,35-44,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009054,DSC001,Utility Provider,Utilities,API,Legal Collections,6294.98,Very High,636,365+,45-54,London,1,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009055,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,2650.13,High,502,365+,55+,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009056,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,3655.23,Very High,593,365+,25-34,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009057,DSC004,Consumer Lender,Financial Services,API,Late Arrears,856.13,Medium,161,91-180,25-34,Wales,0,SMS,Plan Active,1,0,142.64,1,1,0,1,0,0.1666
DCUST009058,DSC007,Debt Purchaser,Collections,Batch Upload,Late Arrears,685.26,Medium,46,31-90,25-34,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009059,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,98.07,Low,117,91-180,35-44,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009060,DSC006,Debt Collection Agency,Collections,Batch Upload,Legal Collections,978.24,Medium,212,181-365,18-24,Wales,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009061,DSC008,Telecoms,Telecoms,API,Early Arrears,99.99,Low,27,0-30,25-34,North East,0,SMS,Broken Plan,0,0,0.0,1,0,1,0,1,0.0
DCUST009062,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,249.53,Low,127,91-180,45-54,Scotland,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009063,DSC001,Utility Provider,Utilities,API,Recoveries,5351.12,Very High,264,181-365,18-24,Wales,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009064,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,901.62,Medium,264,181-365,35-44,Northern Ireland,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009065,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,234.22,Low,87,31-90,35-44,London,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009066,DSC003,Consumer Lender,Financial Services,API,Recoveries,2005.05,High,109,91-180,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009067,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,1519.8,High,210,181-365,18-24,London,0,SMS,Paid,1,0,584.39,1,1,0,1,0,0.3845
DCUST009068,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,560.0,Medium,12,0-30,35-44,West Midlands,0,Letter,Paid,1,0,454.82000000000005,1,1,0,1,1,0.8122
DCUST009069,DSC001,Utility Provider,Utilities,API,Late Arrears,115.94,Low,53,31-90,18-24,Yorkshire,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009070,DSC004,Consumer Lender,Financial Services,API,Late Arrears,348.27,Medium,170,91-180,25-34,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009071,DSC008,Telecoms,Telecoms,API,Early Arrears,899.46,Medium,25,0-30,45-54,North West,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009072,DSC009,Legal Collections,Legal,Batch Upload,Early Arrears,98.18,Low,25,0-30,25-34,South East,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009073,DSC003,Consumer Lender,Financial Services,API,Late Arrears,611.7,Medium,65,31-90,18-24,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009074,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,465.84,Medium,479,365+,35-44,West Midlands,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009075,DSC002,Utility Provider,Utilities,Hybrid,Purchased Debt,185.57,Low,271,181-365,25-34,East Midlands,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009076,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,551.55,Medium,135,91-180,35-44,South East,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009077,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,628.62,Medium,793,365+,35-44,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009078,DSC001,Utility Provider,Utilities,API,Early Arrears,1770.04,High,90,31-90,35-44,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009079,DSC004,Consumer Lender,Financial Services,API,Recoveries,720.85,Medium,144,91-180,35-44,North East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009080,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,6660.16,Very High,314,181-365,25-34,Yorkshire,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009081,DSC001,Utility Provider,Utilities,API,Early Arrears,107.9,Low,93,91-180,35-44,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009082,DSC003,Consumer Lender,Financial Services,API,Late Arrears,964.93,Medium,82,31-90,45-54,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009083,DSC004,Consumer Lender,Financial Services,API,Legal Collections,413.89,Medium,97,91-180,55+,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009084,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,1198.39,High,62,31-90,45-54,Wales,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009085,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,54.21,Low,94,91-180,18-24,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009086,DSC007,Debt Purchaser,Collections,Batch Upload,Late Arrears,82.36,Low,68,31-90,45-54,South East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009087,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,563.66,Medium,497,365+,45-54,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009088,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,1867.0,High,3,0-30,45-54,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009089,DSC008,Telecoms,Telecoms,API,Late Arrears,271.32,Medium,260,181-365,18-24,West Midlands,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009090,DSC004,Consumer Lender,Financial Services,API,Early Arrears,494.37,Medium,6,0-30,35-44,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009091,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,423.08,Medium,243,181-365,25-34,Yorkshire,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009092,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,1733.73,High,354,181-365,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009093,DSC001,Utility Provider,Utilities,API,Recoveries,1071.38,High,229,181-365,25-34,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009094,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,374.65,Medium,234,181-365,25-34,South East,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009095,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,379.75,Medium,135,91-180,35-44,Scotland,0,Email,Plan Active,1,0,129.01,1,1,0,0,0,0.3397
DCUST009096,DSC001,Utility Provider,Utilities,API,Late Arrears,687.25,Medium,142,91-180,18-24,Northern Ireland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009097,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,104.08,Low,523,365+,55+,North East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009098,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,154.53,Low,170,91-180,18-24,South East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009099,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,518.34,Medium,227,181-365,25-34,Yorkshire,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009100,DSC008,Telecoms,Telecoms,API,Legal Collections,260.75,Medium,299,181-365,35-44,Yorkshire,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009101,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,140.53,Low,160,91-180,35-44,Yorkshire,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009102,DSC003,Consumer Lender,Financial Services,API,Recoveries,692.72,Medium,224,181-365,35-44,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009103,DSC001,Utility Provider,Utilities,API,Early Arrears,50.08,Low,66,31-90,45-54,Scotland,0,SMS,Paid,1,1,37.75,0,0,0,0,0,0.7538
DCUST009104,DSC001,Utility Provider,Utilities,API,Early Arrears,139.43,Low,5,0-30,35-44,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009105,DSC004,Consumer Lender,Financial Services,API,Late Arrears,451.97,Medium,90,31-90,35-44,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009106,DSC001,Utility Provider,Utilities,API,Early Arrears,194.93,Low,140,91-180,25-34,Yorkshire,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009107,DSC008,Telecoms,Telecoms,API,Recoveries,808.58,Medium,227,181-365,18-24,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009108,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,112.17,Low,13,0-30,25-34,Wales,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009109,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,669.95,Medium,5,0-30,35-44,North East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009110,DSC001,Utility Provider,Utilities,API,Early Arrears,858.39,Medium,15,0-30,55+,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009111,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,881.36,Medium,734,365+,55+,North West,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009112,DSC006,Debt Collection Agency,Collections,Batch Upload,Purchased Debt,531.76,Medium,135,91-180,18-24,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009113,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,108.71,Low,36,31-90,45-54,Yorkshire,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009114,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,56.42,Low,14,0-30,35-44,Yorkshire,0,SMS,Paid,1,1,49.84,0,0,0,0,0,0.8834
DCUST009115,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,92.76,Low,41,31-90,35-44,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009116,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,423.78,Medium,147,91-180,35-44,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009117,DSC003,Consumer Lender,Financial Services,API,Legal Collections,190.73,Low,115,91-180,35-44,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009118,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,715.16,Medium,838,365+,35-44,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009119,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,68.35,Low,220,181-365,25-34,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009120,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,861.24,Medium,126,91-180,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009121,DSC007,Debt Purchaser,Collections,Batch Upload,Legal Collections,682.31,Medium,641,365+,35-44,Wales,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009122,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,69.1,Low,88,31-90,,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009123,DSC001,Utility Provider,Utilities,API,Recoveries,996.38,Medium,876,365+,25-34,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009124,DSC004,Consumer Lender,Financial Services,API,Recoveries,553.07,Medium,798,365+,35-44,North East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009125,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,491.24,Medium,49,31-90,35-44,London,0,SMS,Open,0,0,0.0,1,0,0,0,0,0.0
DCUST009126,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,50.54,Low,141,91-180,35-44,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009127,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,390.24,Medium,83,31-90,35-44,Yorkshire,0,Email,Plan Active,1,0,61.28,1,1,0,0,0,0.157
DCUST009128,DSC002,Utility Provider,Utilities,Hybrid,Legal Collections,645.62,Medium,166,91-180,55+,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009129,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,100.73,Low,502,365+,35-44,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009130,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,122.04,Low,89,31-90,25-34,North West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009131,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,65.93,Low,9,0-30,35-44,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009132,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,4623.79,Very High,111,91-180,55+,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009133,DSC010,Consumer Lender,Financial Services,Hybrid,Legal Collections,1070.74,High,148,91-180,55+,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009134,DSC004,Consumer Lender,Financial Services,API,Early Arrears,163.2,Low,27,0-30,35-44,South East,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009135,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,728.96,Medium,228,181-365,35-44,South East,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009136,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,719.34,Medium,260,181-365,35-44,South East,0,SMS,Paid,1,0,329.95,1,1,0,0,0,0.4587
DCUST009137,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,118.3,Low,62,31-90,25-34,Wales,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009138,DSC010,Consumer Lender,Financial Services,Hybrid,Early Arrears,7094.95,Very High,26,0-30,35-44,East Midlands,0,SMS,Broken Plan,1,0,846.99,1,1,1,0,5,0.1194
DCUST009139,DSC008,Telecoms,Telecoms,API,Early Arrears,58.18,Low,49,31-90,45-54,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009140,DSC001,Utility Provider,Utilities,API,Purchased Debt,935.32,Medium,597,365+,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009141,DSC004,Consumer Lender,Financial Services,API,Recoveries,83.85,Low,542,365+,45-54,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009142,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,129.1,Low,243,181-365,25-34,Yorkshire,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009143,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,165.66,Low,58,31-90,35-44,Yorkshire,1,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST009144,DSC001,Utility Provider,Utilities,API,Early Arrears,188.39,Low,50,31-90,35-44,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009145,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,136.38,Low,136,91-180,25-34,London,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009146,DSC001,Utility Provider,Utilities,API,Legal Collections,5373.29,Very High,356,181-365,45-54,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009147,DSC001,Utility Provider,Utilities,API,Early Arrears,114.98,Low,43,31-90,35-44,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009148,DSC008,Telecoms,Telecoms,API,Legal Collections,972.67,Medium,454,365+,35-44,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009149,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,6789.32,Very High,129,91-180,18-24,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009150,DSC003,Consumer Lender,Financial Services,API,Recoveries,512.59,Medium,320,181-365,25-34,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009151,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,2517.84,High,34,31-90,35-44,London,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST009152,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,553.72,Medium,328,181-365,25-34,London,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
