payment_id,customer_id,client_id,payment_date,payment_amount,payment_method,payment_type,payment_status,days_to_payment
PAY0001776,DCUST007711,DSC001,2022-06-21,271.85,Card,One-off,Successful,2
PAY0001777,DCUST007722,DSC006,2023-01-05,126.39,Open Banking,Plan Instalment,Successful,17
PAY0001778,DCUST007722,DSC006,2023-02-05,119.54,Direct Debit,Plan Instalment,Successful,48
PAY0001779,DCUST007722,DSC006,2023-03-05,126.17,Direct Debit,Plan Instalment,Successful,76
PAY0001780,DCUST007725,DSC007,2023-04-06,84.84,Direct Debit,One-off,Successful,24
PAY0001781,DCUST007726,DSC003,2022-08-27,50.52,Card,One-off,Successful,10
PAY0001782,DCUST007746,DSC006,2023-02-17,16.32,Open Banking,Plan Instalment,Successful,8
PAY0001783,DCUST007748,DSC010,2023-05-31,140.45,Open Banking,One-off,Successful,11
PAY0001784,DCUST007758,DSC004,2023-03-17,185.12,Open Banking,One-off,Successful,5
PAY0001785,DCUST007771,DSC004,2022-11-01,53.41,Open Banking,One-off,Successful,13
PAY0001786,DCUST007772,DSC001,2022-06-18,213.67,Direct Debit,Plan Instalment,Successful,5
PAY0001787,DCUST007772,DSC001,2022-07-18,218.11,Card,Plan Instalment,Successful,35
PAY0001788,DCUST007772,DSC001,2022-08-18,224.84,Card,Plan Instalment,Successful,66
PAY0001789,DCUST007781,DSC002,2023-01-09,292.97,Open Banking,One-off,Successful,16
PAY0001790,DCUST007783,DSC003,2022-09-11,609.23,Open Banking,One-off,Successful,3
PAY0001791,DCUST007786,DSC010,2022-10-20,372.03,Card,One-off,Successful,1
PAY0001792,DCUST007794,DSC001,2022-07-06,93.5,Direct Debit,Plan Instalment,Failed,5
PAY0001793,DCUST007794,DSC001,2022-08-06,100.02,Direct Debit,Plan Instalment,Successful,36
PAY0001794,DCUST007794,DSC001,2022-09-06,92.22,Direct Debit,Plan Instalment,Successful,67
PAY0001795,DCUST007794,DSC001,2022-10-06,92.2,Card,Plan Instalment,Successful,97
PAY0001796,DCUST007794,DSC001,2022-11-06,99.62,Direct Debit,Plan Instalment,Failed,128
PAY0001797,DCUST007794,DSC001,2022-12-06,96.0,Direct Debit,Plan Instalment,Successful,158
PAY0001798,DCUST007800,DSC005,2022-10-24,155.31,Card,Plan Instalment,Successful,25
PAY0001799,DCUST007800,DSC005,2022-11-24,153.37,Open Banking,Plan Instalment,Successful,56
PAY0001800,DCUST007800,DSC005,2022-12-24,149.59,Direct Debit,Plan Instalment,Successful,86
PAY0001801,DCUST007800,DSC005,2023-01-24,161.8,Open Banking,Plan Instalment,Successful,117
PAY0001802,DCUST007800,DSC005,2023-02-24,158.02,Direct Debit,Plan Instalment,Successful,148
PAY0001803,DCUST007800,DSC005,2023-03-24,156.66,Direct Debit,Plan Instalment,Successful,176
PAY0001804,DCUST007809,DSC010,2022-09-05,56.23,Direct Debit,Plan Instalment,Successful,9
PAY0001805,DCUST007809,DSC010,2022-10-05,52.53,Direct Debit,Plan Instalment,Successful,39
PAY0001806,DCUST007809,DSC010,2022-11-05,54.68,Direct Debit,Plan Instalment,Successful,70
PAY0001807,DCUST007810,DSC003,2022-11-18,85.29,Open Banking,One-off,Failed,10
PAY0001808,DCUST007811,DSC001,2022-07-06,34.9,Direct Debit,Plan Instalment,Successful,3
PAY0001809,DCUST007811,DSC001,2022-08-06,32.65,Direct Debit,Plan Instalment,Successful,34
PAY0001810,DCUST007811,DSC001,2022-09-06,33.35,Direct Debit,Plan Instalment,Successful,65
PAY0001811,DCUST007819,DSC008,2023-04-21,87.76,Direct Debit,Plan Instalment,Successful,24
PAY0001812,DCUST007819,DSC008,2023-05-21,85.14,Open Banking,Plan Instalment,Failed,54
PAY0001813,DCUST007823,DSC001,2023-05-06,215.15,Direct Debit,Plan Instalment,Successful,8
PAY0001814,DCUST007831,DSC003,2022-06-18,251.77,Direct Debit,Plan Instalment,Successful,13
PAY0001815,DCUST007832,DSC005,2023-02-01,161.21,Open Banking,Plan Instalment,Successful,2
PAY0001816,DCUST007846,DSC003,2022-12-11,39.96,Open Banking,Plan Instalment,Successful,3
PAY0001817,DCUST007851,DSC001,2023-02-09,99.35,Open Banking,One-off,Successful,8
PAY0001818,DCUST007861,DSC005,2023-03-21,65.17,Direct Debit,Plan Instalment,Successful,11
PAY0001819,DCUST007861,DSC005,2023-04-21,67.24,Direct Debit,Plan Instalment,Successful,42
PAY0001820,DCUST007861,DSC005,2023-05-21,67.21,Card,Plan Instalment,Successful,72
PAY0001821,DCUST007861,DSC005,2023-06-21,68.81,Direct Debit,Plan Instalment,Successful,103
PAY0001822,DCUST007866,DSC004,2023-03-11,265.37,Open Banking,One-off,Failed,1
PAY0001823,DCUST007869,DSC004,2023-01-19,235.59,Direct Debit,Plan Instalment,Successful,4
PAY0001824,DCUST007869,DSC004,2023-02-19,235.96,Card,Plan Instalment,Failed,35
PAY0001825,DCUST007869,DSC004,2023-03-19,231.9,Direct Debit,Plan Instalment,Successful,63
PAY0001826,DCUST007869,DSC004,2023-04-19,232.3,Card,Plan Instalment,Successful,94
PAY0001827,DCUST007869,DSC004,2023-05-19,219.14,Card,Plan Instalment,Successful,124
PAY0001828,DCUST007869,DSC004,2023-06-19,231.2,Direct Debit,Plan Instalment,Successful,155
PAY0001829,DCUST007877,DSC003,2023-04-09,305.81,Open Banking,One-off,Failed,0
PAY0001830,DCUST007887,DSC001,2023-01-10,71.85,Card,One-off,Successful,10
PAY0001831,DCUST007897,DSC003,2022-09-28,797.63,Card,One-off,Successful,0
PAY0001832,DCUST007916,DSC003,2022-06-30,22.61,Direct Debit,Plan Instalment,Successful,2
PAY0001833,DCUST007916,DSC003,2022-07-30,22.66,Direct Debit,Plan Instalment,Successful,32
PAY0001834,DCUST007916,DSC003,2022-08-30,23.56,Card,Plan Instalment,Successful,63
PAY0001835,DCUST007916,DSC003,2022-09-30,23.29,Open Banking,Plan Instalment,Failed,94
PAY0001836,DCUST007916,DSC003,2022-10-30,22.61,Direct Debit,Plan Instalment,Failed,124
PAY0001837,DCUST007916,DSC003,2022-11-30,21.88,Card,Plan Instalment,Successful,155
PAY0001838,DCUST007916,DSC003,2022-12-30,22.66,Direct Debit,Plan Instalment,Successful,185
PAY0001839,DCUST007918,DSC006,2023-04-15,46.19,Open Banking,Plan Instalment,Successful,4
PAY0001840,DCUST007919,DSC008,2023-05-13,159.13,Card,One-off,Successful,2
PAY0001841,DCUST007946,DSC004,2022-12-01,261.89,Card,One-off,Successful,13
PAY0001842,DCUST007948,DSC002,2022-06-14,66.92,Card,One-off,Successful,1
PAY0001843,DCUST007966,DSC003,2022-06-26,372.02,Open Banking,One-off,Successful,2
PAY0001844,DCUST007971,DSC004,2023-02-15,596.86,Card,One-off,Successful,3
PAY0001845,DCUST007977,DSC006,2022-09-07,32.0,Direct Debit,Plan Instalment,Successful,12
PAY0001846,DCUST007981,DSC005,2023-02-06,86.8,Open Banking,One-off,Successful,10
PAY0001847,DCUST007982,DSC003,2023-04-08,149.13,Direct Debit,Plan Instalment,Successful,0
PAY0001848,DCUST007983,DSC006,2022-12-30,148.25,Card,One-off,Failed,9
PAY0001849,DCUST007990,DSC003,2023-02-05,98.65,Direct Debit,Plan Instalment,Successful,15
PAY0001850,DCUST007990,DSC003,2023-03-05,103.99,Direct Debit,Plan Instalment,Successful,43
PAY0001851,DCUST007990,DSC003,2023-04-05,104.28,Card,Plan Instalment,Successful,74
PAY0001852,DCUST007990,DSC003,2023-05-05,98.61,Direct Debit,Plan Instalment,Successful,104
PAY0001853,DCUST008006,DSC005,2023-05-26,168.34,Card,One-off,Successful,12
PAY0001854,DCUST008018,DSC001,2023-05-31,144.2,Card,One-off,Successful,11
PAY0001855,DCUST008030,DSC004,2023-04-05,23.61,Direct Debit,Plan Instalment,Successful,10
PAY0001856,DCUST008030,DSC004,2023-05-05,23.94,Open Banking,Plan Instalment,Reversed,40
PAY0001857,DCUST008030,DSC004,2023-06-05,23.77,Open Banking,Plan Instalment,Successful,71
PAY0001858,DCUST008032,DSC008,2022-10-05,101.54,Direct Debit,Plan Instalment,Successful,2
PAY0001859,DCUST008041,DSC004,2022-07-09,173.85,Open Banking,Plan Instalment,Successful,1
PAY0001860,DCUST008050,DSC001,2022-06-26,219.13,Card,One-off,Successful,7
PAY0001861,DCUST008054,DSC002,2022-07-22,213.15,Card,One-off,Successful,2
PAY0001862,DCUST008056,DSC001,2022-10-18,89.91,Card,Plan Instalment,Successful,3
PAY0001863,DCUST008056,DSC001,2022-11-18,90.73,Card,Plan Instalment,Successful,34
PAY0001864,DCUST008056,DSC001,2022-12-18,83.77,Direct Debit,Plan Instalment,Successful,64
PAY0001865,DCUST008056,DSC001,2023-01-18,90.0,Card,Plan Instalment,Successful,95
PAY0001866,DCUST008057,DSC008,2022-09-07,52.89,Direct Debit,Plan Instalment,Successful,8
PAY0001867,DCUST008057,DSC008,2022-10-07,54.46,Open Banking,Plan Instalment,Successful,38
PAY0001868,DCUST008057,DSC008,2022-11-07,53.11,Card,Plan Instalment,Successful,69
PAY0001869,DCUST008057,DSC008,2022-12-07,55.09,Direct Debit,Plan Instalment,Successful,99
PAY0001870,DCUST008057,DSC008,2023-01-07,51.83,Direct Debit,Plan Instalment,Successful,130
PAY0001871,DCUST008057,DSC008,2023-02-07,51.13,Direct Debit,Plan Instalment,Successful,161
PAY0001872,DCUST008057,DSC008,2023-03-07,54.35,Open Banking,Plan Instalment,Successful,189
PAY0001873,DCUST008058,DSC008,2022-06-26,93.86,Direct Debit,Plan Instalment,Failed,10
PAY0001874,DCUST008062,DSC001,2023-01-09,68.81,Card,Plan Instalment,Successful,3
PAY0001875,DCUST008067,DSC006,2022-08-18,100.38,Card,Plan Instalment,Successful,11
PAY0001876,DCUST008067,DSC006,2022-09-18,99.65,Direct Debit,Plan Instalment,Successful,42
PAY0001877,DCUST008077,DSC002,2022-10-16,40.54,Open Banking,Plan Instalment,Successful,2
PAY0001878,DCUST008077,DSC002,2022-11-16,41.56,Direct Debit,Plan Instalment,Successful,33
PAY0001879,DCUST008096,DSC002,2023-04-09,156.34,Open Banking,One-off,Successful,9
PAY0001880,DCUST008097,DSC008,2022-08-15,64.11,Open Banking,Plan Instalment,Failed,3
PAY0001881,DCUST008097,DSC008,2022-09-15,64.31,Open Banking,Plan Instalment,Successful,34
PAY0001882,DCUST008112,DSC005,2022-12-07,176.81,Open Banking,One-off,Successful,3
PAY0001883,DCUST008120,DSC005,2023-05-01,333.99,Card,Plan Instalment,Successful,9
PAY0001884,DCUST008120,DSC005,2023-06-01,322.06,Open Banking,Plan Instalment,Reversed,40
PAY0001885,DCUST008120,DSC005,2023-07-01,339.95,Direct Debit,Plan Instalment,Failed,70
PAY0001886,DCUST008133,DSC007,2023-01-24,69.09,Direct Debit,Plan Instalment,Successful,14
PAY0001887,DCUST008133,DSC007,2023-02-24,70.93,Direct Debit,Plan Instalment,Successful,45
PAY0001888,DCUST008133,DSC007,2023-03-24,67.94,Open Banking,Plan Instalment,Successful,73
PAY0001889,DCUST008137,DSC001,2023-05-07,141.5,Card,One-off,Successful,0
PAY0001890,DCUST008145,DSC006,2023-04-25,234.73,Card,One-off,Successful,1
PAY0001891,DCUST008179,DSC001,2023-05-09,42.15,,Plan Instalment,Failed,12
PAY0001892,DCUST008179,DSC001,2023-06-09,44.04,Open Banking,Plan Instalment,Successful,43
PAY0001893,DCUST008179,DSC001,2023-07-09,42.04,Direct Debit,Plan Instalment,Failed,73
PAY0001894,DCUST008197,DSC008,2023-03-19,61.0,Direct Debit,Plan Instalment,Successful,2
PAY0001895,DCUST008197,DSC008,2023-04-19,60.07,Card,Plan Instalment,Successful,33
PAY0001896,DCUST008197,DSC008,2023-05-19,60.78,Card,Plan Instalment,Successful,63
PAY0001897,DCUST008202,DSC004,2023-01-16,28.35,Direct Debit,Plan Instalment,Successful,14
PAY0001898,DCUST008202,DSC004,2023-02-16,28.62,Direct Debit,Plan Instalment,Successful,45
PAY0001899,DCUST008202,DSC004,2023-03-16,27.46,Open Banking,Plan Instalment,Successful,73
PAY0001900,DCUST008204,DSC008,2023-05-13,299.96,Open Banking,Plan Instalment,Successful,2
PAY0001901,DCUST008204,DSC008,2023-06-13,278.5,Card,Plan Instalment,Successful,33
PAY0001902,DCUST008204,DSC008,2023-07-13,272.97,Direct Debit,Plan Instalment,Successful,63
PAY0001903,DCUST008212,DSC004,2022-10-15,196.75,Card,One-off,Successful,2
PAY0001904,DCUST008218,DSC001,2022-10-28,170.37,Open Banking,One-off,Successful,2
PAY0001905,DCUST008223,DSC008,2023-03-07,123.21,Direct Debit,Plan Instalment,Successful,3
PAY0001906,DCUST008223,DSC008,2023-04-07,126.18,Open Banking,Plan Instalment,Successful,34
PAY0001907,DCUST008223,DSC008,2023-05-07,129.58,Direct Debit,Plan Instalment,Successful,64
PAY0001908,DCUST008223,DSC008,2023-06-07,122.97,Direct Debit,Plan Instalment,Successful,95
PAY0001909,DCUST008223,DSC008,2023-07-07,121.34,Direct Debit,Plan Instalment,Successful,125
PAY0001910,DCUST008224,DSC003,2023-03-21,85.16,Open Banking,Plan Instalment,Successful,12
PAY0001911,DCUST008224,DSC003,2023-04-21,87.02,Direct Debit,Plan Instalment,Successful,43
PAY0001912,DCUST008230,DSC001,2023-05-11,128.12,Open Banking,Plan Instalment,Successful,1
PAY0001913,DCUST008230,DSC001,2023-06-11,129.98,Direct Debit,Plan Instalment,Successful,32
PAY0001914,DCUST008230,DSC001,2023-07-11,126.62,Direct Debit,Plan Instalment,Successful,62
PAY0001915,DCUST008242,DSC008,2022-11-17,99.75,Card,Plan Instalment,Successful,4
PAY0001916,DCUST008242,DSC008,2022-12-17,105.2,Direct Debit,Plan Instalment,Failed,34
PAY0001917,DCUST008242,DSC008,2023-01-17,98.31,Card,Plan Instalment,Successful,65
PAY0001918,DCUST008242,DSC008,2023-02-17,100.17,Open Banking,Plan Instalment,Successful,96
PAY0001919,DCUST008243,DSC003,2023-01-05,149.08,Open Banking,Plan Instalment,Failed,13
PAY0001920,DCUST008243,DSC003,2023-02-05,154.7,Direct Debit,Plan Instalment,Failed,44
PAY0001921,DCUST008243,DSC003,2023-03-05,150.28,Direct Debit,Plan Instalment,Successful,72
PAY0001922,DCUST008250,DSC002,2023-04-17,104.28,Card,Plan Instalment,Successful,12
PAY0001923,DCUST008250,DSC002,2023-05-17,99.39,Open Banking,Plan Instalment,Successful,42
PAY0001924,DCUST008250,DSC002,2023-06-17,96.23,Direct Debit,Plan Instalment,Successful,73
PAY0001925,DCUST008272,DSC002,2022-08-11,515.99,Open Banking,Plan Instalment,Failed,12
PAY0001926,DCUST008272,DSC002,2022-09-11,505.64,Open Banking,Plan Instalment,Successful,43
PAY0001927,DCUST008272,DSC002,2022-10-11,500.47,Card,Plan Instalment,Successful,73
PAY0001928,DCUST008276,DSC001,2022-12-01,134.58,Open Banking,Plan Instalment,Successful,8
PAY0001929,DCUST008276,DSC001,2023-01-01,129.0,Direct Debit,Plan Instalment,Successful,39
PAY0001930,DCUST008276,DSC001,2023-02-01,125.74,Direct Debit,Plan Instalment,Successful,70
PAY0001931,DCUST008290,DSC003,2022-12-27,599.76,Card,One-off,Successful,4
PAY0001932,DCUST008296,DSC007,2022-10-11,196.37,Card,One-off,Successful,13
PAY0001933,DCUST008309,DSC004,2023-01-26,320.31,Card,One-off,Successful,3
PAY0001934,DCUST008315,DSC002,2022-08-04,60.39,Open Banking,One-off,Successful,10
PAY0001935,DCUST008317,DSC003,2023-03-30,594.55,Open Banking,One-off,Successful,3
PAY0001936,DCUST008318,DSC001,2022-11-24,87.76,Direct Debit,Plan Instalment,Failed,3
PAY0001937,DCUST008318,DSC001,2022-12-24,90.97,Direct Debit,Plan Instalment,Successful,33
PAY0001938,DCUST008318,DSC001,2023-01-24,90.53,Direct Debit,Plan Instalment,Successful,64
PAY0001939,DCUST008318,DSC001,2023-02-24,87.8,Direct Debit,Plan Instalment,Successful,95
PAY0001940,DCUST008320,DSC008,2023-04-23,233.26,Card,One-off,Successful,15
PAY0001941,DCUST008324,DSC002,2022-07-21,110.3,Card,One-off,Successful,12
PAY0001942,DCUST008326,DSC004,2023-02-21,805.45,Card,One-off,Successful,2
PAY0001943,DCUST008329,DSC003,2023-01-20,767.99,Open Banking,One-off,Successful,1
PAY0001944,DCUST008331,DSC002,2022-07-24,514.47,Card,One-off,Successful,1
PAY0001945,DCUST008340,DSC001,2022-11-09,484.24,Open Banking,One-off,Successful,0
PAY0001946,DCUST008343,DSC006,2022-12-14,218.55,Open Banking,One-off,Successful,14
PAY0001947,DCUST008348,DSC001,2022-12-03,70.76,Direct Debit,One-off,Successful,14
PAY0001948,DCUST008355,DSC006,2023-05-30,108.47,Open Banking,Plan Instalment,Successful,0
PAY0001949,DCUST008372,DSC003,2023-03-25,89.1,Open Banking,Plan Instalment,Failed,1
PAY0001950,DCUST008372,DSC003,2023-04-25,93.87,Open Banking,Plan Instalment,Successful,32
PAY0001951,DCUST008372,DSC003,2023-05-25,94.41,Card,Plan Instalment,Successful,62
PAY0001952,DCUST008372,DSC003,2023-06-25,97.17,Direct Debit,Plan Instalment,Successful,93
PAY0001953,DCUST008373,DSC008,2022-10-11,128.24,Card,Plan Instalment,Successful,14
PAY0001954,DCUST008373,DSC008,2022-11-11,133.78,Direct Debit,Plan Instalment,Successful,45
PAY0001955,DCUST008373,DSC008,2022-12-11,129.01,Open Banking,Plan Instalment,Successful,75
PAY0001956,DCUST008373,DSC008,2023-01-11,127.04,Card,Plan Instalment,Successful,106
PAY0001957,DCUST008378,DSC002,2023-01-24,191.57,Open Banking,One-off,Successful,13
PAY0001958,DCUST008382,DSC004,2023-05-17,247.34,Card,One-off,Successful,6
PAY0001959,DCUST008397,DSC006,2022-12-07,158.09,Open Banking,One-off,Reversed,2
PAY0001960,DCUST008400,DSC008,2023-05-12,146.04,Open Banking,One-off,Successful,0
PAY0001961,DCUST008404,DSC001,2022-06-18,288.94,Card,One-off,Failed,8
PAY0001962,DCUST008408,DSC010,2022-06-02,94.81,Open Banking,One-off,Successful,1
PAY0001963,DCUST008416,DSC003,2022-07-26,61.68,Open Banking,Plan Instalment,Successful,4
PAY0001964,DCUST008420,DSC006,2023-04-30,91.92,Direct Debit,Plan Instalment,Successful,22
PAY0001965,DCUST008420,DSC006,2023-05-30,90.84,Open Banking,Plan Instalment,Successful,52
PAY0001966,DCUST008420,DSC006,2023-06-30,89.53,Direct Debit,Plan Instalment,Successful,83
PAY0001967,DCUST008429,DSC003,2022-07-30,213.91,Card,One-off,Successful,4
PAY0001968,DCUST008434,DSC001,2022-06-19,311.85,Direct Debit,Plan Instalment,Successful,7
PAY0001969,DCUST008434,DSC001,2022-07-19,290.08,Direct Debit,Plan Instalment,Successful,37
PAY0001970,DCUST008434,DSC001,2022-08-19,310.29,Direct Debit,Plan Instalment,Successful,68
PAY0001971,DCUST008434,DSC001,2022-09-19,293.54,Direct Debit,Plan Instalment,Successful,99
PAY0001972,DCUST008434,DSC001,2022-10-19,296.8,Open Banking,Plan Instalment,Successful,129
PAY0001973,DCUST008434,DSC001,2022-11-19,317.54,Direct Debit,Plan Instalment,Successful,160
PAY0001974,DCUST008434,DSC001,2022-12-19,316.3,Direct Debit,Plan Instalment,Successful,190
PAY0001975,DCUST008434,DSC001,2023-01-19,314.11,Card,Plan Instalment,Successful,221
PAY0001976,DCUST008434,DSC001,2023-02-19,292.52,Direct Debit,Plan Instalment,Successful,252
PAY0001977,DCUST008434,DSC001,2023-03-19,290.45,Direct Debit,Plan Instalment,Successful,280
PAY0001978,DCUST008434,DSC001,2023-04-19,316.36,Direct Debit,Plan Instalment,Successful,311
PAY0001979,DCUST008434,DSC001,2023-05-19,293.9,Direct Debit,Plan Instalment,Successful,341
PAY0001980,DCUST008434,DSC001,2023-06-19,308.12,Direct Debit,Plan Instalment,Successful,372
PAY0001981,DCUST008448,DSC006,2022-09-11,219.44,Card,One-off,Successful,8
PAY0001982,DCUST008450,DSC005,2022-10-11,76.92,Direct Debit,Plan Instalment,Failed,2
PAY0001983,DCUST008450,DSC005,2022-11-11,73.38,Direct Debit,Plan Instalment,Successful,33
PAY0001984,DCUST008450,DSC005,2022-12-11,72.13,Direct Debit,Plan Instalment,Successful,63
PAY0001985,DCUST008450,DSC005,2023-01-11,74.79,Card,Plan Instalment,Successful,94
PAY0001986,DCUST008453,DSC006,2023-01-21,83.78,Card,One-off,Successful,10
PAY0001987,DCUST008474,DSC001,2023-01-29,29.77,Card,Plan Instalment,Successful,3
PAY0001988,DCUST008475,DSC001,2023-01-03,205.33,Card,One-off,Successful,8
PAY0001989,DCUST008491,DSC004,2023-04-25,132.69,Card,One-off,Successful,3
PAY0001990,DCUST008496,DSC003,2022-08-30,108.85,Direct Debit,Plan Instalment,Successful,2
PAY0001991,DCUST008496,DSC003,2022-09-30,114.25,Direct Debit,Plan Instalment,Successful,33
PAY0001992,DCUST008496,DSC003,2022-10-30,115.82,Direct Debit,Plan Instalment,Successful,63
PAY0001993,DCUST008502,DSC003,2022-07-17,257.58,Direct Debit,Plan Instalment,Failed,4
PAY0001994,DCUST008502,DSC003,2022-08-17,259.15,Direct Debit,Plan Instalment,Successful,35
PAY0001995,DCUST008502,DSC003,2022-09-17,243.33,Card,Plan Instalment,Successful,66
PAY0001996,DCUST008502,DSC003,2022-10-17,243.86,Direct Debit,Plan Instalment,Successful,96
PAY0001997,DCUST008502,DSC003,2022-11-17,258.9,Direct Debit,Plan Instalment,Successful,127
PAY0001998,DCUST008515,DSC004,2023-03-03,78.41,Card,Plan Instalment,Failed,16
PAY0001999,DCUST008520,DSC001,2023-01-22,340.67,Card,One-off,Successful,19
PAY0002000,DCUST008525,DSC004,2022-10-19,145.19,Card,One-off,Successful,18
PAY0002001,DCUST008526,DSC002,2022-07-25,554.63,Open Banking,One-off,Successful,0
PAY0002002,DCUST008529,DSC007,2022-11-13,46.2,Card,One-off,Successful,2
PAY0002003,DCUST008530,DSC001,2023-04-04,304.59,Direct Debit,One-off,Successful,2
PAY0002004,DCUST008535,DSC008,2023-05-05,54.32,Card,One-off,Successful,7
PAY0002005,DCUST008544,DSC006,2023-04-14,47.37,Card,One-off,Successful,10
PAY0002006,DCUST008552,DSC001,2022-07-25,94.51,Card,One-off,Failed,1
PAY0002007,DCUST008561,DSC005,2022-10-03,482.81,Card,One-off,Successful,0
PAY0002008,DCUST008586,DSC001,2022-08-24,72.9,Card,Plan Instalment,Successful,3
PAY0002009,DCUST008598,DSC001,2023-04-23,65.96,Direct Debit,Plan Instalment,Successful,23
PAY0002010,DCUST008599,DSC005,2022-09-28,628.53,Direct Debit,One-off,Successful,3
PAY0002011,DCUST008624,DSC003,2023-01-20,807.61,Card,One-off,Successful,16
PAY0002012,DCUST008631,DSC008,2023-02-03,48.5,Open Banking,Plan Instalment,Successful,3
PAY0002013,DCUST008631,DSC008,2023-03-03,52.48,Direct Debit,Plan Instalment,Successful,31
PAY0002014,DCUST008631,DSC008,2023-04-03,49.87,Direct Debit,Plan Instalment,Successful,62
PAY0002015,DCUST008631,DSC008,2023-05-03,49.98,Direct Debit,Plan Instalment,Failed,92
PAY0002016,DCUST008631,DSC008,2023-06-03,50.28,Direct Debit,Plan Instalment,Successful,123
PAY0002017,DCUST008631,DSC008,2023-07-03,51.33,Direct Debit,Plan Instalment,Successful,153
PAY0002018,DCUST008635,DSC004,2023-03-01,191.12,Direct Debit,Plan Instalment,Successful,1
PAY0002019,DCUST008644,DSC003,2023-05-05,172.19,Direct Debit,Plan Instalment,Successful,1
PAY0002020,DCUST008644,DSC003,2023-06-05,170.23,Direct Debit,Plan Instalment,Successful,32
PAY0002021,DCUST008644,DSC003,2023-07-05,172.11,Card,Plan Instalment,Successful,62
PAY0002022,DCUST008652,DSC001,2023-02-22,43.36,Direct Debit,Plan Instalment,Successful,13
PAY0002023,DCUST008657,DSC002,2023-01-31,296.42,Direct Debit,Plan Instalment,Successful,2
PAY0002024,DCUST008657,DSC002,2023-02-28,320.59,Direct Debit,Plan Instalment,Failed,30
PAY0002025,DCUST008657,DSC002,2023-03-31,308.82,Direct Debit,Plan Instalment,Successful,61
PAY0002026,DCUST008657,DSC002,2023-04-30,320.66,Open Banking,Plan Instalment,Successful,91
PAY0002027,DCUST008657,DSC002,2023-05-31,298.55,Direct Debit,Plan Instalment,Successful,122
PAY0002028,DCUST008657,DSC002,2023-06-30,295.76,Direct Debit,Plan Instalment,Successful,152
PAY0002029,DCUST008673,DSC004,2023-05-24,247.71,Card,One-off,Successful,2
PAY0002030,DCUST008676,DSC005,2023-01-20,467.18,Open Banking,One-off,Successful,2
PAY0002031,DCUST008684,DSC001,2022-10-16,103.34,Direct Debit,Plan Instalment,Successful,8
PAY0002032,DCUST008684,DSC001,2022-11-16,103.58,Open Banking,Plan Instalment,Successful,39
PAY0002033,DCUST008684,DSC001,2022-12-16,104.7,Direct Debit,Plan Instalment,Successful,69
PAY0002034,DCUST008684,DSC001,2023-01-16,103.67,Direct Debit,Plan Instalment,Successful,100
PAY0002035,DCUST008684,DSC001,2023-02-16,106.33,Direct Debit,Plan Instalment,Successful,131
PAY0002036,DCUST008686,DSC008,2023-05-05,178.31,Open Banking,One-off,Successful,3
PAY0002037,DCUST008689,DSC002,2022-06-11,129.68,Card,One-off,Successful,2
PAY0002038,DCUST008695,DSC005,2022-12-22,140.52,Direct Debit,One-off,Successful,2
PAY0002039,DCUST008697,DSC008,2022-06-18,193.05,Direct Debit,One-off,Successful,3
PAY0002040,DCUST008709,DSC008,2023-01-28,117.47,Direct Debit,Plan Instalment,Successful,6
PAY0002041,DCUST008709,DSC008,2023-02-28,116.32,Direct Debit,Plan Instalment,Successful,37
PAY0002042,DCUST008709,DSC008,2023-03-28,114.87,Open Banking,Plan Instalment,Successful,65
PAY0002043,DCUST008709,DSC008,2023-04-28,120.15,Direct Debit,Plan Instalment,Successful,96
PAY0002044,DCUST008709,DSC008,2023-05-28,115.32,Direct Debit,Plan Instalment,Successful,126
PAY0002045,DCUST008709,DSC008,2023-06-28,118.99,Direct Debit,Plan Instalment,Successful,157
PAY0002046,DCUST008714,DSC001,2023-01-11,75.11,Open Banking,Plan Instalment,Successful,2
PAY0002047,DCUST008714,DSC001,2023-02-11,81.1,Card,Plan Instalment,Successful,33
PAY0002048,DCUST008714,DSC001,2023-03-11,79.45,Direct Debit,Plan Instalment,Successful,61
PAY0002049,DCUST008714,DSC001,2023-04-11,75.35,Direct Debit,Plan Instalment,Successful,92
PAY0002050,DCUST008717,DSC005,2022-11-14,176.68,Card,Plan Instalment,Successful,3
PAY0002051,DCUST008725,DSC002,2023-01-21,83.28,Direct Debit,Plan Instalment,Successful,3
PAY0002052,DCUST008725,DSC002,2023-02-21,82.08,Open Banking,Plan Instalment,Failed,34
PAY0002053,DCUST008725,DSC002,2023-03-21,89.33,Direct Debit,Plan Instalment,Successful,62
PAY0002054,DCUST008725,DSC002,2023-04-21,85.88,Direct Debit,Plan Instalment,Successful,93
PAY0002055,DCUST008725,DSC002,2023-05-21,86.32,Direct Debit,Plan Instalment,Successful,123
PAY0002056,DCUST008734,DSC010,2022-08-16,124.97,Card,Plan Instalment,Successful,3
PAY0002057,DCUST008758,DSC003,2022-09-01,164.16,Open Banking,One-off,Successful,1
PAY0002058,DCUST008761,DSC001,2022-12-18,414.69,Card,One-off,Successful,11
PAY0002059,DCUST008768,DSC006,2022-11-30,200.02,Card,One-off,Successful,2
PAY0002060,DCUST008775,DSC006,2023-04-05,51.99,Open Banking,One-off,Failed,1
PAY0002061,DCUST008784,DSC005,2022-12-30,179.21,Card,One-off,Successful,9
PAY0002062,DCUST008789,DSC001,2022-10-31,30.58,Open Banking,Plan Instalment,Successful,2
