communication_id,customer_id,client_id,sent_date,channel,message_type,ab_test_group,message_tone,delivered_flag,opened_or_clicked_flag,days_after_upload
COMM0018731,DCUST009733,DSC007,2023-01-15,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0018732,DCUST009733,DSC007,2023-01-23,SMS,Reminder 1,Variant,Supportive,1,1,8
COMM0018733,DCUST009734,DSC006,2022-10-11,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0018734,DCUST009734,DSC006,2022-10-14,Email,Reminder 1,Not Applicable,Informational,1,0,5
COMM0018735,DCUST009735,DSC001,2023-02-15,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018736,DCUST009735,DSC001,2023-02-19,SMS,Reminder 1,Control,Direct,1,0,4
COMM0018737,DCUST009736,DSC007,2022-11-25,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018738,DCUST009737,DSC006,2022-09-06,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018739,DCUST009737,DSC006,2022-09-20,SMS,Reminder 1,Not Applicable,Direct,1,1,14
COMM0018740,DCUST009738,DSC006,2023-01-31,SMS,Initial Invite,Variant,Supportive,1,1,2
COMM0018741,DCUST009738,DSC006,2023-02-08,SMS,Reminder 1,Control,Direct,1,0,10
COMM0018742,DCUST009738,DSC006,2023-02-24,Letter,Reminder 2,Not Applicable,Informational,1,0,26
COMM0018743,DCUST009738,DSC006,2023-03-08,SMS,Agent Follow-up,Control,Direct,1,1,38
COMM0018744,DCUST009739,DSC010,2023-01-02,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018745,DCUST009739,DSC010,2023-01-07,Email,Reminder 1,Not Applicable,Direct,1,0,5
COMM0018746,DCUST009740,DSC006,2023-03-06,Email,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0018747,DCUST009740,DSC006,2023-03-11,SMS,Reminder 1,Control,Direct,1,1,7
COMM0018748,DCUST009740,DSC006,2023-03-22,Email,Reminder 2,Not Applicable,Direct,1,0,18
COMM0018749,DCUST009740,DSC006,2023-04-02,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,29
COMM0018750,DCUST009741,DSC002,2022-10-24,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018751,DCUST009742,DSC005,2023-03-17,SMS,Initial Invite,Variant,Supportive,1,1,0
COMM0018752,DCUST009743,DSC006,2022-11-03,SMS,Initial Invite,Not Applicable,Informational,0,0,2
COMM0018753,DCUST009744,DSC001,2023-03-03,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018754,DCUST009744,DSC001,2023-03-10,Letter,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018755,DCUST009745,DSC005,2023-02-16,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0018756,DCUST009745,DSC005,2023-02-25,SMS,Reminder 1,Variant,Supportive,1,0,9
COMM0018757,DCUST009745,DSC005,2023-03-10,Letter,Reminder 2,Not Applicable,Informational,1,1,22
COMM0018758,DCUST009746,DSC001,2022-12-12,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018759,DCUST009747,DSC003,2023-05-25,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018760,DCUST009747,DSC003,2023-05-31,Email,Reminder 1,Not Applicable,Informational,1,1,8
COMM0018761,DCUST009748,DSC009,2023-02-11,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0018762,DCUST009748,DSC009,2023-02-15,SMS,Reminder 1,Variant,Supportive,1,0,5
COMM0018763,DCUST009748,DSC009,2023-03-01,Email,Reminder 2,Not Applicable,Direct,1,0,19
COMM0018764,DCUST009749,DSC007,2023-03-22,SMS,Initial Invite,Control,Direct,1,0,1
COMM0018765,DCUST009749,DSC007,2023-03-30,Email,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0018766,DCUST009750,DSC008,2023-03-07,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018767,DCUST009751,DSC001,2023-02-25,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0018768,DCUST009751,DSC001,2023-03-03,SMS,Reminder 1,Variant,Supportive,1,1,8
COMM0018769,DCUST009752,DSC001,2023-02-24,SMS,Initial Invite,Control,Direct,1,0,0
COMM0018770,DCUST009752,DSC001,2023-03-09,Email,Reminder 1,Not Applicable,Supportive,1,0,13
COMM0018771,DCUST009752,DSC001,2023-03-09,SMS,Reminder 2,Variant,Supportive,1,0,13
COMM0018772,DCUST009753,DSC001,2022-10-22,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018773,DCUST009753,DSC001,2022-10-28,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0018774,DCUST009754,DSC007,2022-09-23,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0018775,DCUST009755,DSC003,2022-08-28,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018776,DCUST009756,DSC001,2023-05-05,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018777,DCUST009756,DSC001,2023-05-16,Email,Reminder 1,Not Applicable,Informational,1,0,13
COMM0018778,DCUST009757,DSC010,2022-10-18,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0018779,DCUST009757,DSC010,2022-10-28,Email,Reminder 1,Not Applicable,Direct,0,0,11
COMM0018780,DCUST009758,DSC010,2022-10-19,Email,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0018781,DCUST009758,DSC010,2022-10-29,SMS,Reminder 1,Not Applicable,Supportive,1,0,11
COMM0018782,DCUST009758,DSC010,2022-11-07,Letter,Reminder 2,Not Applicable,Informational,1,1,20
COMM0018783,DCUST009759,DSC001,2022-07-10,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018784,DCUST009759,DSC001,2022-07-18,SMS,Reminder 1,Not Applicable,Informational,1,0,10
COMM0018785,DCUST009760,DSC005,2023-03-06,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0018786,DCUST009760,DSC005,2023-03-10,Letter,Reminder 1,Not Applicable,Informational,1,0,6
COMM0018787,DCUST009760,DSC005,2023-03-25,Email,Reminder 2,Not Applicable,Supportive,1,0,21
COMM0018788,DCUST009761,DSC006,2023-03-26,SMS,Initial Invite,Control,Direct,0,0,0
COMM0018789,DCUST009762,DSC002,2022-11-23,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018790,DCUST009763,DSC001,2022-10-11,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0018791,DCUST009763,DSC001,2022-10-14,Email,Reminder 1,Not Applicable,Direct,1,0,4
COMM0018792,DCUST009764,DSC001,2023-03-19,SMS,Initial Invite,Control,Direct,1,0,2
COMM0018793,DCUST009765,DSC004,2022-12-07,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0018794,DCUST009765,DSC004,2022-12-17,Email,Reminder 1,Not Applicable,Informational,1,1,11
COMM0018795,DCUST009766,DSC003,2023-04-07,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0018796,DCUST009766,DSC003,2023-04-16,SMS,Reminder 1,Not Applicable,Informational,1,1,10
COMM0018797,DCUST009766,DSC003,2023-04-21,SMS,Reminder 2,Not Applicable,Informational,1,1,15
COMM0018798,DCUST009766,DSC003,2023-04-20,SMS,Agent Follow-up,Not Applicable,Direct,1,1,14
COMM0018799,DCUST009767,DSC001,2023-03-21,SMS,Initial Invite,Variant,Supportive,1,0,0
COMM0018800,DCUST009767,DSC001,2023-03-27,SMS,Reminder 1,Control,Direct,1,1,6
COMM0018801,DCUST009767,DSC001,2023-04-07,Email,Reminder 2,Not Applicable,Informational,1,0,17
COMM0018802,DCUST009768,DSC001,2022-07-10,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018803,DCUST009769,DSC007,2023-02-15,SMS,Initial Invite,Variant,Supportive,1,1,1
COMM0018804,DCUST009769,DSC007,2023-02-26,SMS,Reminder 1,Control,Direct,1,0,12
COMM0018805,DCUST009770,DSC004,2023-02-27,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018806,DCUST009770,DSC004,2023-03-10,SMS,Reminder 1,Control,Direct,1,0,12
COMM0018807,DCUST009771,DSC004,2022-11-25,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018808,DCUST009772,DSC004,2022-09-09,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018809,DCUST009773,DSC001,2022-09-28,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018810,DCUST009773,DSC001,2022-10-02,SMS,Reminder 1,Not Applicable,Supportive,0,0,6
COMM0018811,DCUST009774,DSC007,2023-01-28,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0018812,DCUST009774,DSC007,2023-02-08,SMS,Reminder 1,Variant,Supportive,1,0,12
COMM0018813,DCUST009775,DSC010,2023-04-26,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018814,DCUST009776,DSC007,2022-07-07,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0018815,DCUST009776,DSC007,2022-07-16,SMS,Reminder 1,Not Applicable,Direct,1,0,10
COMM0018816,DCUST009776,DSC007,2022-07-20,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,14
COMM0018817,DCUST009777,DSC004,2022-11-21,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0018818,DCUST009777,DSC004,2022-11-27,SMS,Reminder 1,Not Applicable,Direct,1,0,6
COMM0018819,DCUST009777,DSC004,2022-11-29,SMS,Reminder 2,Not Applicable,Direct,1,0,8
COMM0018820,DCUST009778,DSC003,2023-04-14,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0018821,DCUST009778,DSC003,2023-04-23,SMS,Reminder 1,Not Applicable,Informational,1,1,9
COMM0018822,DCUST009778,DSC003,2023-04-30,SMS,Reminder 2,Not Applicable,Supportive,1,0,16
COMM0018823,DCUST009779,DSC007,2023-02-26,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018824,DCUST009780,DSC003,2022-09-03,SMS,Initial Invite,Not Applicable,Supportive,0,0,0
COMM0018825,DCUST009780,DSC003,2022-09-09,SMS,Reminder 1,Not Applicable,Supportive,1,1,6
COMM0018826,DCUST009781,DSC004,2023-04-01,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018827,DCUST009781,DSC004,2023-04-11,SMS,Reminder 1,Not Applicable,Direct,1,0,11
COMM0018828,DCUST009782,DSC002,2023-04-10,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018829,DCUST009782,DSC002,2023-04-20,SMS,Reminder 1,Not Applicable,Informational,1,1,12
COMM0018830,DCUST009782,DSC002,2023-04-19,SMS,Reminder 2,Not Applicable,Supportive,1,0,11
COMM0018831,DCUST009783,DSC006,2022-10-15,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018832,DCUST009783,DSC006,2022-10-24,SMS,Reminder 1,Not Applicable,Direct,1,0,10
COMM0018833,DCUST009783,DSC006,2022-10-30,Email,Reminder 2,Not Applicable,Informational,1,1,16
COMM0018834,DCUST009784,DSC003,2022-12-13,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018835,DCUST009784,DSC003,2022-12-20,Email,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0018836,DCUST009785,DSC006,2023-02-11,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0018837,DCUST009786,DSC003,2022-11-23,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018838,DCUST009786,DSC003,2022-12-05,Email,Reminder 1,Not Applicable,Supportive,0,0,12
COMM0018839,DCUST009786,DSC003,2022-12-03,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,10
COMM0018840,DCUST009787,DSC007,2022-12-09,Email,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0018841,DCUST009787,DSC007,2022-12-16,SMS,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0018842,DCUST009787,DSC007,2023-01-01,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,25
COMM0018843,DCUST009788,DSC007,2022-12-23,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018844,DCUST009788,DSC007,2022-12-29,Email,Reminder 1,Not Applicable,Supportive,0,0,7
COMM0018845,DCUST009788,DSC007,2023-01-03,Email,Reminder 2,Not Applicable,Direct,1,1,12
COMM0018846,DCUST009789,DSC010,2022-11-30,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018847,DCUST009789,DSC010,2022-12-06,SMS,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018848,DCUST009789,DSC010,2022-12-16,SMS,Reminder 2,Not Applicable,Direct,1,0,17
COMM0018849,DCUST009790,DSC002,2023-02-01,SMS,Initial Invite,Control,Direct,1,1,1
COMM0018850,DCUST009791,DSC001,2023-04-30,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018851,DCUST009791,DSC001,2023-05-08,SMS,Reminder 1,Not Applicable,Direct,1,1,10
COMM0018852,DCUST009792,DSC002,2023-04-22,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018853,DCUST009792,DSC002,2023-04-26,SMS,Reminder 1,Not Applicable,Direct,1,1,6
COMM0018854,DCUST009792,DSC002,2023-05-13,Email,Reminder 2,Not Applicable,Supportive,0,0,23
COMM0018855,DCUST009793,DSC010,2023-05-24,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018856,DCUST009794,DSC007,2022-09-30,SMS,Initial Invite,Not Applicable,Direct,0,0,0
COMM0018857,DCUST009794,DSC007,2022-10-07,Letter,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018858,DCUST009794,DSC007,2022-10-13,SMS,Reminder 2,Not Applicable,Direct,1,0,13
COMM0018859,DCUST009794,DSC007,2022-11-07,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,0,38
COMM0018860,DCUST009795,DSC002,2023-05-28,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018861,DCUST009795,DSC002,2023-05-29,Email,Reminder 1,Not Applicable,Direct,1,0,2
COMM0018862,DCUST009796,DSC008,2023-02-16,SMS,Initial Invite,Variant,Supportive,1,1,2
COMM0018863,DCUST009796,DSC008,2023-02-25,SMS,Reminder 1,Control,Direct,1,0,11
COMM0018864,DCUST009796,DSC008,2023-02-26,SMS,Reminder 2,Variant,Supportive,1,1,12
COMM0018865,DCUST009797,DSC004,2023-05-16,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018866,DCUST009797,DSC004,2023-05-25,SMS,Reminder 1,Not Applicable,Informational,1,0,11
COMM0018867,DCUST009798,DSC005,2023-03-15,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0018868,DCUST009798,DSC005,2023-03-22,Letter,Reminder 1,Not Applicable,Informational,1,0,8
COMM0018869,DCUST009799,DSC006,2022-08-23,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018870,DCUST009799,DSC006,2022-08-28,Letter,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018871,DCUST009799,DSC006,2022-09-13,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,23
COMM0018872,DCUST009800,DSC005,2022-07-11,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018873,DCUST009800,DSC005,2022-07-18,SMS,Reminder 1,Not Applicable,Direct,1,0,8
COMM0018874,DCUST009800,DSC005,2022-07-24,Email,Reminder 2,Not Applicable,Informational,1,0,14
COMM0018875,DCUST009800,DSC005,2022-08-02,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,23
COMM0018876,DCUST009801,DSC005,2022-11-12,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0018877,DCUST009802,DSC010,2022-09-10,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018878,DCUST009802,DSC010,2022-09-23,Email,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0018879,DCUST009802,DSC010,2022-09-18,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,9
COMM0018880,DCUST009803,DSC003,2023-05-08,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0018881,DCUST009804,DSC003,2022-08-12,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0018882,DCUST009805,DSC002,2023-03-20,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0018883,DCUST009805,DSC002,2023-03-29,SMS,Reminder 1,Variant,Supportive,1,0,11
COMM0018884,DCUST009806,DSC003,2023-02-10,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018885,DCUST009806,DSC003,2023-02-17,Email,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0018886,DCUST009807,DSC003,2023-05-21,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0018887,DCUST009808,DSC005,2023-05-10,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018888,DCUST009808,DSC005,2023-05-17,SMS,Reminder 1,Not Applicable,Informational,1,1,8
COMM0018889,DCUST009809,DSC002,2022-11-06,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0018890,DCUST009810,DSC005,2023-02-18,SMS,Initial Invite,Control,Direct,1,0,1
COMM0018891,DCUST009810,DSC005,2023-02-28,SMS,Reminder 1,Control,Direct,1,0,11
COMM0018892,DCUST009810,DSC005,2023-03-02,SMS,Reminder 2,Variant,Supportive,1,0,13
COMM0018893,DCUST009811,DSC009,2022-11-14,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018894,DCUST009812,DSC010,2023-03-10,SMS,Initial Invite,Control,Direct,1,0,1
COMM0018895,DCUST009812,DSC010,2023-03-22,Email,Reminder 1,Not Applicable,Informational,1,0,13
COMM0018896,DCUST009813,DSC002,2022-12-31,Email,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0018897,DCUST009813,DSC002,2023-01-08,Letter,Reminder 1,Not Applicable,Informational,1,0,10
COMM0018898,DCUST009814,DSC004,2022-10-19,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018899,DCUST009814,DSC004,2022-10-27,SMS,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0018900,DCUST009815,DSC001,2022-12-03,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018901,DCUST009816,DSC002,2022-08-22,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018902,DCUST009816,DSC002,2022-08-27,Email,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0018903,DCUST009817,DSC005,2022-10-25,SMS,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018904,DCUST009817,DSC005,2022-11-06,SMS,Reminder 1,Not Applicable,Direct,1,0,13
COMM0018905,DCUST009817,DSC005,2022-11-15,SMS,Reminder 2,Not Applicable,Supportive,1,1,22
COMM0018906,DCUST009818,DSC004,2022-08-02,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0018907,DCUST009819,DSC005,2022-07-10,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018908,DCUST009820,DSC007,2022-11-10,Letter,Initial Invite,Not Applicable,Informational,1,1,2
COMM0018909,DCUST009820,DSC007,2022-11-15,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018910,DCUST009821,DSC001,2022-06-19,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018911,DCUST009822,DSC003,2022-07-25,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018912,DCUST009822,DSC003,2022-07-30,SMS,Reminder 1,Not Applicable,Direct,1,0,7
COMM0018913,DCUST009822,DSC003,2022-08-06,SMS,Reminder 2,Not Applicable,Direct,1,0,14
COMM0018914,DCUST009822,DSC003,2022-08-08,Email,Agent Follow-up,Not Applicable,Informational,1,0,16
COMM0018915,DCUST009823,DSC006,2022-10-24,SMS,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0018916,DCUST009823,DSC006,2022-10-28,Email,Reminder 1,Not Applicable,Informational,1,0,5
COMM0018917,DCUST009823,DSC006,2022-11-16,SMS,Reminder 2,Not Applicable,Informational,1,0,24
COMM0018918,DCUST009824,DSC001,2023-01-28,SMS,Initial Invite,Control,Direct,1,0,1
COMM0018919,DCUST009824,DSC001,2023-02-04,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0018920,DCUST009825,DSC007,2022-12-01,Email,Initial Invite,Not Applicable,Direct,1,0,2
COMM0018921,DCUST009825,DSC007,2022-12-06,SMS,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018922,DCUST009825,DSC007,2022-12-13,SMS,Reminder 2,Not Applicable,Supportive,1,0,14
COMM0018923,DCUST009826,DSC001,2023-04-08,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0018924,DCUST009827,DSC004,2023-05-18,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0018925,DCUST009827,DSC004,2023-05-21,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0018926,DCUST009828,DSC009,2022-10-29,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018927,DCUST009828,DSC009,2022-11-05,SMS,Reminder 1,Not Applicable,Informational,1,0,9
COMM0018928,DCUST009828,DSC009,2022-11-10,SMS,Reminder 2,Not Applicable,Direct,1,1,14
COMM0018929,DCUST009829,DSC003,2022-11-23,Email,Initial Invite,Not Applicable,Informational,1,1,1
COMM0018930,DCUST009829,DSC003,2022-11-27,SMS,Reminder 1,Not Applicable,Direct,1,0,5
COMM0018931,DCUST009830,DSC002,2023-01-27,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018932,DCUST009831,DSC001,2023-03-01,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018933,DCUST009831,DSC001,2023-03-08,SMS,Reminder 1,Variant,Supportive,1,0,7
COMM0018934,DCUST009831,DSC001,2023-03-27,Email,Reminder 2,Not Applicable,Informational,1,0,26
COMM0018935,DCUST009832,DSC001,2022-10-25,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0018936,DCUST009833,DSC002,2022-07-31,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018937,DCUST009834,DSC001,2022-08-03,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018938,DCUST009835,DSC005,2023-04-16,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018939,DCUST009835,DSC005,2023-04-23,SMS,Reminder 1,Not Applicable,Direct,0,0,7
COMM0018940,DCUST009836,DSC010,2022-08-04,SMS,Initial Invite,Not Applicable,Direct,1,1,0
COMM0018941,DCUST009836,DSC010,2022-08-10,SMS,Reminder 1,Not Applicable,Direct,1,0,6
COMM0018942,DCUST009837,DSC003,2022-06-13,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018943,DCUST009838,DSC005,2023-03-27,SMS,Initial Invite,Control,Direct,1,1,0
COMM0018944,DCUST009838,DSC005,2023-04-04,Email,Reminder 1,Not Applicable,Informational,0,0,8
COMM0018945,DCUST009839,DSC002,2022-11-20,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018946,DCUST009839,DSC002,2022-11-26,SMS,Reminder 1,Not Applicable,Informational,1,0,8
COMM0018947,DCUST009840,DSC008,2022-12-24,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018948,DCUST009840,DSC008,2022-12-31,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0018949,DCUST009841,DSC001,2022-09-12,Email,Initial Invite,Not Applicable,Direct,0,0,0
COMM0018950,DCUST009842,DSC004,2023-05-25,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0018951,DCUST009843,DSC003,2022-09-01,Email,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0018952,DCUST009844,DSC002,2023-04-12,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018953,DCUST009844,DSC002,2023-04-17,SMS,Reminder 1,Not Applicable,Supportive,1,0,6
COMM0018954,DCUST009844,DSC002,2023-04-27,SMS,Reminder 2,Not Applicable,Direct,1,0,16
COMM0018955,DCUST009845,DSC001,2023-02-27,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018956,DCUST009845,DSC001,2023-03-05,SMS,Reminder 1,Control,Direct,1,0,8
COMM0018957,DCUST009846,DSC007,2023-02-28,SMS,Initial Invite,Control,Direct,1,0,1
COMM0018958,DCUST009847,DSC001,2023-02-25,SMS,Initial Invite,Control,Direct,1,0,2
COMM0018959,DCUST009847,DSC001,2023-03-06,Email,Reminder 1,Not Applicable,Direct,0,0,11
COMM0018960,DCUST009847,DSC001,2023-03-09,Email,Reminder 2,Not Applicable,Supportive,1,0,14
COMM0018961,DCUST009848,DSC001,2023-02-15,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0018962,DCUST009849,DSC001,2023-02-07,Email,Initial Invite,Not Applicable,Direct,1,1,0
COMM0018963,DCUST009850,DSC003,2022-08-07,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018964,DCUST009850,DSC003,2022-08-19,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0018965,DCUST009851,DSC002,2023-03-30,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0018966,DCUST009851,DSC002,2023-04-10,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0018967,DCUST009851,DSC002,2023-04-21,SMS,Reminder 2,Not Applicable,Direct,1,0,23
COMM0018968,DCUST009852,DSC006,2023-05-29,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018969,DCUST009852,DSC006,2023-05-28,SMS,Reminder 1,Not Applicable,Direct,1,0,1
COMM0018970,DCUST009853,DSC002,2022-11-01,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0018971,DCUST009854,DSC010,2022-11-13,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018972,DCUST009855,DSC007,2023-02-21,SMS,Initial Invite,Control,Direct,1,0,1
COMM0018973,DCUST009855,DSC007,2023-02-27,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018974,DCUST009855,DSC007,2023-02-28,Letter,Reminder 2,Not Applicable,Informational,1,0,8
COMM0018975,DCUST009856,DSC002,2022-07-10,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0018976,DCUST009857,DSC003,2022-12-28,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018977,DCUST009857,DSC003,2023-01-07,SMS,Reminder 1,Control,Direct,1,0,11
COMM0018978,DCUST009858,DSC008,2022-09-08,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0018979,DCUST009858,DSC008,2022-09-13,Email,Reminder 1,Not Applicable,Informational,1,1,7
COMM0018980,DCUST009859,DSC001,2022-09-22,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0018981,DCUST009860,DSC005,2022-12-23,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0018982,DCUST009861,DSC007,2023-02-06,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018983,DCUST009861,DSC007,2023-02-12,Email,Reminder 1,Not Applicable,Supportive,1,0,6
COMM0018984,DCUST009862,DSC008,2022-10-15,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018985,DCUST009862,DSC008,2022-10-21,SMS,Reminder 1,Not Applicable,Informational,1,0,7
COMM0018986,DCUST009863,DSC001,2022-11-16,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0018987,DCUST009863,DSC001,2022-11-27,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0018988,DCUST009864,DSC004,2022-11-18,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0018989,DCUST009865,DSC002,2023-05-10,SMS,Initial Invite,Not Applicable,Direct,1,1,1
